movieId_,title,genres,movie_description
33660,Cinderella Man (2005),Drama|Romance,Hello World!
33669,"Sisterhood of the Traveling Pants, The (2005)",Adventure|Comedy|Drama,Hello World!
33672,Lords of Dogtown (2005),Action|Comedy|Drama,Hello World!
33677,Rock School (2005),Documentary,Hello World!
33679,Mr. & Mrs. Smith (2005),Action|Adventure|Comedy|Romance,Hello World!
33681,"Adventures of Sharkboy and Lavagirl 3-D, The (2005)",Action|Adventure|Children|Fantasy,Hello World!
33683,High Tension (Haute tension) (Switchblade Romance) (2003),Horror|Thriller,Hello World!
33725,It's All Gone Pete Tong (2004),Comedy|Drama|Musical,Hello World!
33779,Eddie Izzard: Dress to Kill (1999),Comedy,Hello World!
33794,Batman Begins (2005),Action|Crime|IMAX,Hello World!
33801,Godzilla: Final Wars (Gojira: Fainaru uôzu) (2004),Action|Adventure|Fantasy|Sci-Fi,Hello World!
33815,"Perfect Man, The (2005)",Comedy|Drama|Romance,Hello World!
33826,Saint Ralph (2004),Comedy|Drama,Hello World!
33830,Herbie: Fully Loaded (2005),Adventure|Comedy|Romance,Hello World!
33834,Land of the Dead (2005),Action|Horror|Thriller,Hello World!
33836,Bewitched (2005),Comedy|Fantasy|Romance,Hello World!
33838,Rize (2005),Documentary,Hello World!
33880,Me and You and Everyone We Know (2005),Comedy|Drama,Hello World!
33893,"Perfect Crime, The (Crimen Ferpecto) (Ferpect Crime) (2004)",Comedy|Crime|Thriller,Hello World!
33896,3 Extremes (Three... Extremes) (Saam gaang yi) (2004),Horror,Hello World!
33903,"Edukators, The (Die Fetten Jahre sind vorbei) (2004)",Comedy|Crime|Drama|Romance,Hello World!
33966,Cop and ½ (1993),Comedy,Hello World!
34048,War of the Worlds (2005),Action|Adventure|Sci-Fi|Thriller,Hello World!
34072,"March of the Penguins (Marche de l'empereur, La) (2005)",Documentary,Hello World!
34129,Rebound (2005),Comedy,Hello World!
34143,Dark Water (2005),Drama|Horror|Thriller,Hello World!
34148,"Beat That My Heart Skipped, The (battre mon coeur s'est arrêté, De) (2005)",Drama,Hello World!
34150,Fantastic Four (2005),Action|Adventure|Sci-Fi,Hello World!
34153,Murderball (2005),Documentary,Hello World!
34162,Wedding Crashers (2005),Comedy|Romance,Hello World!
34164,Happy Endings (2005),Comedy|Drama,Hello World!
34271,Hustle & Flow (2005),Crime|Drama,Hello World!
34292,Hardware (1990),Action|Horror|Sci-Fi,Hello World!
34312,"Calcium Kid, The (2004)",Comedy,Hello World!
34319,"Island, The (2005)",Action|Sci-Fi|Thriller,Hello World!
34321,Bad News Bears (2005),Children|Comedy,Hello World!
34323,"Devil's Rejects, The (2005)",Action|Crime|Horror,Hello World!
34326,Last Days (2005),Drama,Hello World!
34330,November (2004),Drama|Mystery,Hello World!
34332,Sky High (2005),Action|Adventure|Children|Comedy,Hello World!
34334,Stealth (2005),Action|Adventure|Sci-Fi|Thriller,Hello World!
34336,Must Love Dogs (2005),Comedy|Romance,Hello World!
34338,"Aristocrats, The (2005)",Comedy|Documentary,Hello World!
34397,"Order, The (2001)",Action|Adventure|Drama|Thriller,Hello World!
34405,Serenity (2005),Action|Adventure|Sci-Fi,Hello World!
34437,Broken Flowers (2005),Comedy|Drama,Hello World!
34450,Miracles - Mr. Canton and Lady Rose (1989),Action|Comedy|Crime|Drama,Hello World!
34520,"Dukes of Hazzard, The (2005)",Action|Adventure|Comedy,Hello World!
34523,The Chumscrubber (2005),Comedy|Drama,Hello World!
34528,Junebug (2005),Comedy|Drama,Hello World!
34530,Deuce Bigalow: European Gigolo (2005),Comedy,Hello World!
34532,"Skeleton Key, The (2005)",Drama|Horror|Mystery|Thriller,Hello World!
34534,Four Brothers (2005),Action|Crime|Drama,Hello World!
34536,The Great Raid (2005),Action|Drama|War,Hello World!
34540,Pretty Persuasion (2005),Comedy|Drama,Hello World!
34542,Grizzly Man (2005),Documentary,Hello World!
34800,Private Resort (1985),Comedy,Hello World!
34811,Pusher II: With Blood on My Hands (2004),Action|Crime|Drama|Thriller,Hello World!
35015,Duma (2005),Adventure|Drama,Hello World!
35836,"40-Year-Old Virgin, The (2005)",Comedy|Romance,Hello World!
35957,Red Eye (2005),Horror|Thriller,Hello World!
36276,Hidden (a.k.a. Cache) (Caché) (2005),Drama|Mystery|Thriller,Hello World!
36289,Asterix & Obelix vs. Caesar (Astérix et Obélix contre César) (1999),Adventure|Children|Comedy|Fantasy,Hello World!
36363,Kin-Dza-Dza! (1986),Comedy|Drama|Sci-Fi,Hello World!
36397,Valiant (2005),Adventure|Animation|Children|Comedy|Fantasy|War,Hello World!
36401,"Brothers Grimm, The (2005)",Comedy|Fantasy|Horror|Thriller,Hello World!
36477,"Baxter, The (2005)",Comedy|Drama|Romance,Hello World!
36509,"Cave, The (2005)",Action|Adventure|Horror|Mystery|Sci-Fi|Thriller,Hello World!
36517,"Constant Gardener, The (2005)",Drama|Thriller,Hello World!
36519,Transporter 2 (2005),Action|Crime|Thriller,Hello World!
36525,Just Like Heaven (2005),Comedy|Fantasy|Romance,Hello World!
36527,Proof (2005),Drama,Hello World!
36529,Lord of War (2005),Action|Crime|Drama|Thriller|War,Hello World!
36533,Cry_Wolf (a.k.a. Cry Wolf) (2005),Drama|Horror|Mystery|Thriller,Hello World!
36535,Everything Is Illuminated (2005),Comedy|Drama,Hello World!
36537,Thumbsucker (2005),Comedy|Drama,Hello World!
36708,Family Guy Presents Stewie Griffin: The Untold Story (2005),Adventure|Animation|Comedy,Hello World!
36850,Police Story 2 (Ging chaat goo si juk jaap) (1988),Action|Comedy|Crime|Thriller,Hello World!
36931,New Police Story (Xin jing cha gu shi) (2004),Action|Crime|Drama,Hello World!
37240,Why We Fight (2005),Documentary,Hello World!
37380,Doom (2005),Action|Horror|Sci-Fi,Hello World!
37382,Domino (2005),Crime|Drama|Thriller,Hello World!
37384,Waiting... (2005),Comedy,Hello World!
37386,Aeon Flux (2005),Action|Sci-Fi,Hello World!
37444,Frankenstein 90 (1984),Comedy|Horror|Romance,Hello World!
37475,"Unfinished Life, An (2005)",Drama,Hello World!
37477,"Man, The (2005)",Action|Comedy|Crime,Hello World!
37495,Survive Style 5+ (2004),Fantasy|Mystery|Romance|Thriller,Hello World!
37720,"Exorcism of Emily Rose, The (2005)",Crime|Drama|Horror|Thriller,Hello World!
37727,Flightplan (2005),Action|Drama|Thriller,Hello World!
37729,Corpse Bride (2005),Animation|Comedy|Fantasy|Musical|Romance,Hello World!
37731,Green Street Hooligans (a.k.a. Hooligans) (2005),Crime|Drama,Hello World!
37733,"History of Violence, A (2005)",Action|Crime|Drama|Thriller,Hello World!
37736,Oliver Twist (2005),Drama,Hello World!
37739,"Greatest Game Ever Played, The (2005)",Drama,Hello World!
37741,Capote (2005),Crime|Drama,Hello World!
37830,Final Fantasy VII: Advent Children (2004),Action|Adventure|Animation|Fantasy|Sci-Fi,Hello World!
37844,Roll Bounce (2005),Comedy|Drama|Romance,Hello World!
37853,Into the Blue (2005),Action|Adventure|Crime|Thriller,Hello World!
37857,MirrorMask (2005),Adventure|Children|Drama|Fantasy,Hello World!
38038,Wallace & Gromit in The Curse of the Were-Rabbit (2005),Adventure|Animation|Children|Comedy,Hello World!
38061,Kiss Kiss Bang Bang (2005),Comedy|Crime|Mystery|Thriller,Hello World!
38095,"Bittersweet Life, A (Dalkomhan insaeng) (2005)",Action|Crime|Drama,Hello World!
38159,"Short Film About Love, A (Krótki film o milosci) (1988)",Drama|Romance,Hello World!
38198,Darwin's Nightmare (2004),Documentary,Hello World!
38294,Beowulf & Grendel (2005),Action|Adventure|Drama|Fantasy,Hello World!
38304,No Direction Home: Bob Dylan (2005),Documentary,Hello World!
38388,Goal! The Dream Begins (Goal!) (2005),Drama,Hello World!
38583,"Wraith, The (1986)",Action|Horror|Sci-Fi|Thriller,Hello World!
38798,In Her Shoes (2005),Comedy|Drama,Hello World!
38886,"Squid and the Whale, The (2005)",Comedy|Drama,Hello World!
38992,Two for the Money (2005),Drama,Hello World!
39183,Brokeback Mountain (2005),Drama|Romance,Hello World!
39231,Elizabethtown (2005),Comedy|Drama|Romance,Hello World!
39234,North Country (2005),Drama,Hello World!
39292,"Good Night, and Good Luck. (2005)",Crime|Drama,Hello World!
39307,Dreamer: Inspired by a True Story (2005),Children|Drama,Hello World!
39381,"Proposition, The (2005)",Crime|Drama|Western,Hello World!
39400,"Fog, The (2005)",Action|Horror|Mystery|Thriller,Hello World!
39414,Shopgirl (2005),Comedy|Drama|Romance,Hello World!
39427,Stay (2005),Thriller,Hello World!
39435,"Legend of Zorro, The (2005)",Action|Adventure|Drama|Western,Hello World!
39444,"Weather Man, The (2005)",Comedy|Drama,Hello World!
39446,Saw II (2005),Horror|Thriller,Hello World!
39449,Prime (2005),Comedy|Drama|Romance,Hello World!
39516,Don't Move (Non ti muovere) (2004),Drama,Hello World!
39715,American Pie Presents: Band Camp (American Pie 4: Band Camp) (2005),Comedy,Hello World!
39801,"Great Yokai War, The (Yôkai daisensô) (2005)",Adventure|Comedy|Fantasy|Horror,Hello World!
39869,Manderlay (2005),Drama,Hello World!
40148,Revolver (2005),Crime|Drama|Thriller,Hello World!
40278,Jarhead (2005),Action|Drama|War,Hello World!
40339,Chicken Little (2005),Action|Adventure|Animation|Children|Comedy|Sci-Fi,Hello World!
40412,Dead Man's Shoes (2004),Crime|Thriller,Hello World!
40414,Joyeux Noël (Merry Christmas) (2005),Drama|War,Hello World!
40491,"Match Factory Girl, The (Tulitikkutehtaan tyttö) (1990)",Comedy|Drama,Hello World!
40581,Just Friends (2005),Comedy|Romance,Hello World!
40583,Syriana (2005),Drama|Thriller,Hello World!
40597,One-Way Ticket to Mombasa (Menolippu Mombasaan) (2002),Comedy|Drama,Hello World!
40614,Derailed (2005),Drama|Thriller,Hello World!
40617,Creep (2004),Horror|Thriller,Hello World!
40629,Pride & Prejudice (2005),Drama|Romance,Hello World!
40723,Wolf Creek (2005),Crime|Horror|Thriller,Hello World!
40732,"Descent, The (2005)",Adventure|Drama|Horror|Thriller,Hello World!
40815,Harry Potter and the Goblet of Fire (2005),Adventure|Fantasy|Thriller|IMAX,Hello World!
40819,Walk the Line (2005),Drama|Musical|Romance,Hello World!
40826,Rent (2005),Drama|Musical|Romance,Hello World!
40851,Zathura (2005),Action|Adventure|Children|Fantasy,Hello World!
40870,C.R.A.Z.Y. (2005),Drama,Hello World!
40946,Sarah Silverman: Jesus Is Magic (2005),Comedy|Musical,Hello World!
40955,Breakfast on Pluto (2005),Comedy|Drama,Hello World!
40959,"Ice Harvest, The (2005)",Action|Comedy|Crime|Thriller,Hello World!
40962,"Yours, Mine and Ours (2005)",Comedy|Romance,Hello World!
40966,"Libertine, The (2004)",Drama,Hello World!
41285,Match Point (2005),Crime|Drama|Romance,Hello World!
41527,Paradise Now (2005),Crime|Drama|Thriller|War,Hello World!
41566,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)",Adventure|Children|Fantasy,Hello World!
41569,King Kong (2005),Action|Adventure|Drama|Fantasy|Thriller,Hello World!
41571,Memoirs of a Geisha (2005),Drama|Romance,Hello World!
41573,"Family Stone, The (2005)",Comedy|Drama|Romance,Hello World!
41617,Havoc (2005),Crime|Drama|Romance,Hello World!
41712,"Room for Romeo Brass, A (1999)",Comedy|Drama,Hello World!
41716,"Matador, The (2005)",Comedy|Drama|Thriller,Hello World!
41724,Wal-Mart: The High Cost of Low Price (2005),Documentary,Hello World!
41769,Mozart and the Whale (2005),Comedy|Drama|Romance,Hello World!
41863,"Three Burials of Melquiades Estrada, The (2006)",Adventure|Crime|Drama,Hello World!
41997,Munich (2005),Action|Crime|Drama|Thriller,Hello World!
42002,"Producers, The (2005)",Comedy|Musical,Hello World!
42004,Transamerica (2005),Adventure|Comedy|Drama,Hello World!
42007,Rumor Has It... (2005),Comedy|Drama|Romance,Hello World!
42009,Cheaper by the Dozen 2 (2005),Adventure|Comedy,Hello World!
42011,Fun with Dick and Jane (2005),Comedy|Crime,Hello World!
42013,"Ringer, The (2005)",Comedy,Hello World!
42015,Casanova (2005),Action|Adventure|Comedy|Drama|Romance,Hello World!
42018,Mrs. Henderson Presents (2005),Comedy|Drama,Hello World!
42191,Luxo Jr. (1986),Animation|Children,Hello World!
42285,"Dentist, The (1996)",Horror|Thriller,Hello World!
42418,"New World, The (2005)",Adventure|Drama|Romance,Hello World!
42422,Voices of a Distant Star (Hoshi no koe) (2003),Animation|Drama|Romance|Sci-Fi,Hello World!
42602,"Boys of Baraka, The (2005)",Documentary,Hello World!
42632,Lady Vengeance (Sympathy for Lady Vengeance) (Chinjeolhan geumjassi) (2005),Crime|Drama|Mystery|Thriller,Hello World!
42638,Grand Theft Parsons (2003),Comedy|Drama,Hello World!
42718,District 13 (Banlieue 13) (2004),Action|Crime|Sci-Fi,Hello World!
42723,Hostel (2005),Horror,Hello World!
42725,Grandma's Boy (2006),Comedy,Hello World!
42728,Tristan & Isolde (2006),Drama|Romance,Hello World!
42730,Glory Road (2006),Drama,Hello World!
42732,Last Holiday (2006),Comedy,Hello World!
42734,Hoodwinked! (2005),Animation|Children|Comedy,Hello World!
42738,Underworld: Evolution (2006),Action|Fantasy|Horror,Hello World!
42740,Looking for Comedy in the Muslim World (2005),Comedy,Hello World!
42761,Casper Meets Wendy (1998),Adventure|Children|Comedy|Fantasy,Hello World!
42943,Revolution (1985),Adventure|Drama|War,Hello World!
42946,Project A ('A' gai waak) (1983),Action|Comedy,Hello World!
43289,"Bird People in China, The (Chûgoku no chôjin) (1998)",Adventure|Comedy|Drama|Fantasy,Hello World!
43333,Water (2005),Drama|Romance,Hello World!
43376,Sophie Scholl: The Final Days (Sophie Scholl - Die letzten Tage) (2005),Drama|War,Hello World!
43396,"World's Fastest Indian, The (2005)",Drama,Hello World!
43419,Bandidas (2006),Action|Comedy|Crime|Western,Hello World!
43460,Tristram Shandy: A Cock and Bull Story (2005),Comedy|Drama,Hello World!
43549,Helter Skelter (2004),Action|Crime|Drama|Horror,Hello World!
43556,Annapolis (2006),Drama,Hello World!
43558,Big Momma's House 2 (2006),Action|Comedy|Crime,Hello World!
43560,Nanny McPhee (2005),Children|Comedy|Fantasy,Hello World!
43677,"Tuskegee Airmen, The (1995)",Drama|War,Hello World!
43679,Final Destination 3 (2006),Horror|Mystery|Thriller,Hello World!
43684,Something New (2006),Comedy|Drama|Romance,Hello World!
43708,Block Party (a.k.a. Dave Chappelle's Block Party) (2005),Comedy|Documentary,Hello World!
43744,Imagine Me & You (2005),Comedy|Drama|Romance,Hello World!
43836,"Pink Panther, The (2006)",Adventure|Comedy|Crime,Hello World!
43869,Curious George (2006),Adventure|Animation|Children|Comedy,Hello World!
43871,Firewall (2006),Crime|Drama|Thriller,Hello World!
43904,When a Stranger Calls (2006),Horror|Thriller,Hello World!
43908,London (2005),Drama,Hello World!
43912,Freedomland (2006),Crime|Drama,Hello World!
43914,Winter Passing (2005),Drama,Hello World!
43917,Eight Below (2006),Action|Adventure|Drama|Romance,Hello World!
43919,Date Movie (2006),Comedy|Romance,Hello World!
43921,Running Scared (2006),Action|Crime|Thriller,Hello World!
43928,Ultraviolet (2006),Action|Fantasy|Sci-Fi|Thriller,Hello World!
43930,Just My Luck (2006),Comedy|Romance,Hello World!
43932,Pulse (2006),Action|Drama|Fantasy|Horror|Mystery|Sci-Fi|Thriller,Hello World!
43936,16 Blocks (2006),Crime|Thriller,Hello World!
44004,Failure to Launch (2006),Comedy|Romance,Hello World!
44020,Ultimate Avengers (2006),Action|Animation|Children|Sci-Fi,Hello World!
44022,Ice Age 2: The Meltdown (2006),Adventure|Animation|Children|Comedy,Hello World!
44189,Ask the Dust (2006),Drama|Romance,Hello World!
44191,V for Vendetta (2006),Action|Sci-Fi|Thriller|IMAX,Hello World!
44193,She's the Man (2006),Comedy|Romance,Hello World!
44195,Thank You for Smoking (2006),Comedy|Drama,Hello World!
44197,Find Me Guilty (2006),Comedy|Crime|Drama,Hello World!
44199,Inside Man (2006),Crime|Drama|Thriller,Hello World!
44204,Tsotsi (2005),Crime|Drama,Hello World!
44225,Aquamarine (2006),Children|Comedy|Fantasy,Hello World!
44238,Leprechaun 2 (1994),Comedy|Fantasy|Horror,Hello World!
44241,Leprechaun 3 (1995),Comedy|Fantasy|Horror,Hello World!
44243,Leprechaun 4: In Space (1997),Comedy|Fantasy|Horror|Sci-Fi,Hello World!
44301,Lights in the Dusk (Laitakaupungin valot) (2006),Crime|Drama,Hello World!
44397,"Hills Have Eyes, The (2006)",Drama|Horror|Thriller,Hello World!
44399,"Shaggy Dog, The (2006)",Adventure|Children|Comedy|Fantasy,Hello World!
44511,Unknown White Male (2005),Documentary,Hello World!
44555,"Lives of Others, The (Das leben der Anderen) (2006)",Drama|Romance|Thriller,Hello World!
44613,Take the Lead (2006),Drama,Hello World!
44633,"Devil and Daniel Johnston, The (2005)",Documentary,Hello World!
44665,Lucky Number Slevin (2006),Crime|Drama|Mystery,Hello World!
44694,Volver (2006),Comedy|Drama,Hello World!
44709,Akeelah and the Bee (2006),Drama,Hello World!
44719,Brainstorm (2001),Drama,Hello World!
44731,Stay Alive (2006),Horror|Sci-Fi|Thriller,Hello World!
44759,Basic Instinct 2 (2006),Crime|Drama|Mystery|Thriller,Hello World!
44761,Brick (2005),Crime|Drama|Film-Noir|Mystery,Hello World!
44773,"Dead Hate the Living!, The (2000)",Comedy|Horror,Hello World!
44777,Evil Aliens (2005),Comedy|Horror|Sci-Fi,Hello World!
44788,This Film Is Not Yet Rated (2006),Documentary,Hello World!
44828,Slither (2006),Comedy|Horror|Sci-Fi,Hello World!
44840,"Benchwarmers, The (2006)",Comedy,Hello World!
44849,Renaissance (2006),Action|Animation|Film-Noir|Sci-Fi|Thriller,Hello World!
44851,Go for Zucker! (Alles auf Zucker!) (2004),Comedy,Hello World!
44864,Friends with Money (2006),Comedy|Drama|Romance,Hello World!
44889,Reefer Madness: The Movie Musical (2005),Comedy|Drama|Musical,Hello World!
44929,Candy (2006),Drama|Romance,Hello World!
44937,"Child, The (L'enfant) (2005)",Crime|Drama,Hello World!
44943,9/11 (2002),Documentary,Hello World!
44972,Scary Movie 4 (2006),Comedy|Horror,Hello World!
44974,Hard Candy (2005),Drama|Thriller,Hello World!
45028,"Prairie Home Companion, A (2006)",Comedy|Drama|Musical,Hello World!
45062,"Sentinel, The (2006)",Crime|Drama|Thriller,Hello World!
45074,"Wild, The (2006)",Adventure|Animation|Children|Comedy|Fantasy,Hello World!
45081,Silent Hill (2006),Fantasy|Horror|Thriller,Hello World!
45106,American Dreamz (2006),Comedy|Drama,Hello World!
45175,Kinky Boots (2005),Comedy|Drama,Hello World!
45183,"Protector, The (a.k.a. Warrior King) (Tom yum goong) (2005)",Action|Comedy|Crime|Thriller,Hello World!
45186,Mission: Impossible III (2006),Action|Adventure|Thriller,Hello World!
45208,RV (2006),Adventure|Children|Comedy,Hello World!
45210,United 93 (2006),Crime|Drama,Hello World!
45221,Stick It (2006),Comedy,Hello World!
45361,"American Haunting, An (2005)",Drama|Horror|Mystery|Thriller,Hello World!
45382,Down in the Valley (2005),Drama|Romance,Hello World!
45431,Over the Hedge (2006),Adventure|Animation|Children|Comedy,Hello World!
45440,Art School Confidential (2006),Comedy|Drama,Hello World!
45442,Poseidon (2006),Action|Adventure|Thriller|IMAX,Hello World!
45447,"Da Vinci Code, The (2006)",Drama|Mystery|Thriller,Hello World!
45499,X-Men: The Last Stand (2006),Action|Sci-Fi|Thriller,Hello World!
45501,"Break-Up, The (2006)",Comedy|Drama|Romance,Hello World!
45503,Peaceful Warrior (2006),Drama,Hello World!
45517,Cars (2006),Animation|Children|Comedy,Hello World!
45635,"Notorious Bettie Page, The (2005)",Drama,Hello World!
45648,Game 6 (2005),Comedy|Drama,Hello World!
45658,On a Clear Day (2005),Drama,Hello World!
45662,"Omen, The (2006)",Horror|Thriller,Hello World!
45666,Nacho Libre (2006),Comedy,Hello World!
45668,"Lake House, The (2006)",Drama|Fantasy|Romance,Hello World!
45672,Click (2006),Adventure|Comedy|Drama|Fantasy|Romance,Hello World!
45720,"Devil Wears Prada, The (2006)",Comedy|Drama,Hello World!
45722,Pirates of the Caribbean: Dead Man's Chest (2006),Action|Adventure|Fantasy,Hello World!
45726,"You, Me and Dupree (2006)",Comedy,Hello World!
45728,Clerks II (2006),Comedy,Hello World!
45730,Lady in the Water (2006),Drama|Fantasy|Mystery,Hello World!
45732,My Super Ex-Girlfriend (2006),Comedy|Fantasy|Romance,Hello World!
45880,Marie Antoinette (2006),Drama|Romance,Hello World!
45928,Who Killed the Electric Car? (2006),Documentary,Hello World!
45950,"Inconvenient Truth, An (2006)",Documentary,Hello World!
45969,Career Opportunities (1991),Comedy|Romance,Hello World!
46062,High School Musical (2006),Children|Comedy|Drama|Musical|Romance,Hello World!
46105,I Am a Sex Addict (2005),Comedy|Documentary|Romance,Hello World!
46231,Stoned (2005),Drama,Hello World!
46322,Jet Li's Fearless (Huo Yuan Jia) (2006),Action|Drama,Hello World!
46335,"Fast and the Furious: Tokyo Drift, The (Fast and the Furious 3, The) (2006)",Action|Crime|Drama|Thriller,Hello World!
46337,Garfield: A Tail of Two Kitties (2006),Animation|Children|Comedy,Hello World!
46347,Metal: A Headbanger's Journey (2005),Documentary,Hello World!
46367,"Public Eye, The (1992)",Crime|Thriller,Hello World!
46530,Superman Returns (2006),Action|Adventure|Sci-Fi|IMAX,Hello World!
46559,"Road to Guantanamo, The (2006)",Drama|War,Hello World!
46572,Edmond (2005),Drama|Thriller,Hello World!
46574,"OH in Ohio, The (2006)",Comedy,Hello World!
46578,Little Miss Sunshine (2006),Adventure|Comedy|Drama,Hello World!
46723,Babel (2006),Drama|Thriller,Hello World!
46772,Strangers with Candy (2005),Comedy,Hello World!
46850,Wordplay (2006),Documentary,Hello World!
46865,Little Man (2006),Comedy,Hello World!
46948,Monster House (2006),Animation|Children|Fantasy|Mystery,Hello World!
46965,Snakes on a Plane (2006),Action|Comedy|Horror|Thriller,Hello World!
46967,Scoop (2006),Comedy|Fantasy|Mystery,Hello World!
46970,Talladega Nights: The Ballad of Ricky Bobby (2006),Action|Comedy,Hello World!
46972,Night at the Museum (2006),Action|Comedy|Fantasy|IMAX,Hello World!
46974,World Trade Center (2006),Drama,Hello World!
46976,Stranger than Fiction (2006),Comedy|Drama|Fantasy|Romance,Hello World!
47044,Miami Vice (2006),Action|Crime|Drama|Thriller,Hello World!
47099,"Pursuit of Happyness, The (2006)",Drama,Hello World!
47122,John Tucker Must Die (2006),Comedy|Romance,Hello World!
47124,"Ant Bully, The (2006)",Adventure|Animation|Children|Comedy|Fantasy|IMAX,Hello World!
47200,Crank (2006),Action|Thriller,Hello World!
47202,"Secret Life of Words, The (2005)",Drama|Romance,Hello World!
47254,Chaos (2005),Action|Crime|Drama|Thriller,Hello World!
47261,"Night Listener, The (2006)",Fantasy|Mystery|Thriller,Hello World!
47382,Step Up (2006),Drama|Romance,Hello World!
47384,Zoom (2006),Adventure|Comedy|Drama|Fantasy,Hello World!
47404,Mind Game (2004),Adventure|Animation|Comedy|Fantasy|Romance|Sci-Fi,Hello World!
47423,Half Nelson (2006),Drama,Hello World!
47446,"Moustache, La (2005)",Drama|Mystery|Thriller,Hello World!
47465,Tideland (2005),Drama|Fantasy|Thriller,Hello World!
47491,Adam's Apples (Adams æbler) (2005),Comedy|Drama,Hello World!
47516,Material Girls (2006),Children|Comedy|Drama,Hello World!
47518,Accepted (2006),Comedy,Hello World!
47610,"Illusionist, The (2006)",Drama|Fantasy|Mystery|Romance,Hello World!
47629,The Queen (2006),Drama,Hello World!
47640,Beerfest (2006),Comedy,Hello World!
47644,Invincible (2006),Drama,Hello World!
47646,Idlewild (2006),Crime|Drama|Musical,Hello World!
47725,Angel-A (2005),Comedy|Drama|Fantasy|Romance,Hello World!
47774,"Icicle Thief, The (Ladri di saponette) (1989)",Comedy|Fantasy,Hello World!
47793,"Puffy Chair, The (2006)",Drama|Romance,Hello World!
47810,"Wicker Man, The (2006)",Horror|Mystery|Thriller,Hello World!
47894,"Wind That Shakes the Barley, The (2006)",Drama|War,Hello World!
47937,Severance (2006),Comedy|Horror|Thriller,Hello World!
47950,Hollywoodland (2006),Crime|Drama|Mystery|Thriller,Hello World!
47952,"Covenant, The (2006)",Action|Horror|Thriller,Hello World!
47970,"Last Kiss, The (2006)",Comedy|Drama,Hello World!
47978,SherryBaby (2006),Drama,Hello World!
47997,Idiocracy (2006),Adventure|Comedy|Sci-Fi|Thriller,Hello World!
47999,Jesus Camp (2006),Documentary|Drama,Hello World!
48001,"Bow, The (Hwal) (2005)",Drama|Romance,Hello World!
48032,"Tiger and the Snow, The (La tigre e la neve) (2005)",Comedy|Drama|Romance|War,Hello World!
48043,"Fountain, The (2006)",Drama|Fantasy|Romance,Hello World!
48045,Fear City: A Family-Style Comedy (La cité de la peur) (1994),Comedy,Hello World!
48082,"Science of Sleep, The (La science des rêves) (2006)",Comedy|Drama|Fantasy|Romance,Hello World!
48142,"Black Dahlia, The (2006)",Crime|Drama|Mystery|Thriller,Hello World!
48150,"Woods, The (2006)",Horror,Hello World!
48161,Gridiron Gang (2006),Drama,Hello World!
48214,Land of Plenty (Angst and Alienation in America) (2004),Drama,Hello World!
48262,"Bridge, The (2006)",Documentary,Hello World!
48304,Apocalypto (2006),Adventure|Drama|Thriller,Hello World!
48319,Flyboys (2006),Action|Adventure|Drama|War,Hello World!
48322,Jackass Number Two (2006),Comedy|Documentary,Hello World!
48326,All the King's Men (2006),Drama,Hello World!
48342,Conversations with Other Women (2005),Comedy|Drama|Romance,Hello World!
48385,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),Comedy,Hello World!
48394,"Pan's Labyrinth (Laberinto del fauno, El) (2006)",Drama|Fantasy|Thriller,Hello World!
48412,"Guardian, The (2006)",Action|Adventure|Drama,Hello World!
48414,Open Season (2006),Adventure|Animation|Children|Comedy|IMAX,Hello World!
48416,School for Scoundrels (2006),Comedy|Crime,Hello World!
48516,"Departed, The (2006)",Crime|Drama|Thriller,Hello World!
48518,"Texas Chainsaw Massacre: The Beginning, The (2006)",Horror|Thriller,Hello World!
48520,Employee of the Month (2006),Comedy,Hello World!
48560,Running With Scissors (2006),Comedy|Drama,Hello World!
48593,Man of the Year (2006),Comedy|Thriller,Hello World!
48596,"Marine, The (2006)",Action|Drama|Thriller,Hello World!
48598,Infamous (2006),Drama,Hello World!
48678,Feast (2005),Action|Comedy|Horror|Thriller,Hello World!
48696,Little Children (2006),Drama|Romance,Hello World!
48698,Deliver Us from Evil (2006),Documentary,Hello World!
48738,"Last King of Scotland, The (2006)",Drama|Thriller,Hello World!
48741,"U.S. vs. John Lennon, The (2006)",Documentary,Hello World!
48744,Shortbus (2006),Comedy|Drama|Romance,Hello World!
48774,Children of Men (2006),Action|Adventure|Drama|Sci-Fi|Thriller,Hello World!
48780,"Prestige, The (2006)",Drama|Mystery|Sci-Fi|Thriller,Hello World!
48783,Flags of Our Fathers (2006),Drama|War,Hello World!
48872,13 Tzameti (2005),Film-Noir|Thriller,Hello World!
48877,Saw III (2006),Crime|Horror|Thriller,Hello World!
48879,Catch a Fire (2006),Drama|Thriller,Hello World!
48883,Death of a President (2006),Crime|Drama|Mystery|Thriller,Hello World!
48982,Flushed Away (2006),Animation|Comedy,Hello World!
48997,Perfume: The Story of a Murderer (2006),Crime|Drama|Thriller,Hello World!
49013,"Santa Clause 3: The Escape Clause, The (2006)",Comedy|Fantasy,Hello World!
49110,Mom and Dad Save the World (1992),Comedy|Sci-Fi,Hello World!
49130,"Good Year, A (2006)",Comedy|Drama|Romance,Hello World!
49132,Shut Up & Sing (2006),Documentary,Hello World!
49220,For Your Consideration (2006),Comedy,Hello World!
